Airport.Code,Airport.Name,Time.Year,Statistics.Flights.Cancelled
MIA,"Miami, FL: Miami International",2005,19
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,123
ORD,"Chicago, IL: Chicago O'Hare International",2005,448
PDX,"Portland, OR: Portland International",2005,55
PHL,"Philadelphia, PA: Philadelphia International",2005,64
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,112
SAN,"San Diego, CA: San Diego International",2005,77
SEA,"Seattle, WA: Seattle/Tacoma International",2005,83
SFO,"San Francisco, CA: San Francisco International",2005,153
SLC,"Salt Lake City, UT: Salt Lake City International",2005,133
TPA,"Tampa, FL: Tampa International",2005,12
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,723
BOS,"Boston, MA: Logan International",2005,355
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,116
CLT,"Charlotte, NC: Charlotte Douglas International",2005,109
DCA,"Washington, DC: Ronald Reagan Washington National",2005,217
DEN,"Denver, CO: Denver International",2005,164
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,510
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,140
EWR,"Newark, NJ: Newark Liberty International",2005,351
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,35
IAD,"Washington, DC: Washington Dulles International",2005,90
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,239
JFK,"New York, NY: John F. Kennedy International",2005,104
LAS,"Las Vegas, NV: McCarran International",2005,104
LAX,"Los Angeles, CA: Los Angeles International",2005,275
LGA,"New York, NY: LaGuardia",2005,312
MCO,"Orlando, FL: Orlando International",2005,64
MDW,"Chicago, IL: Chicago Midway International",2005,219
MIA,"Miami, FL: Miami International",2005,55
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,122
ORD,"Chicago, IL: Chicago O'Hare International",2005,1289
PDX,"Portland, OR: Portland International",2005,71
PHL,"Philadelphia, PA: Philadelphia International",2005,158
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,198
SAN,"San Diego, CA: San Diego International",2005,110
SEA,"Seattle, WA: Seattle/Tacoma International",2005,104
SFO,"San Francisco, CA: San Francisco International",2005,371
SLC,"Salt Lake City, UT: Salt Lake City International",2005,159
TPA,"Tampa, FL: Tampa International",2005,46
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,714
BOS,"Boston, MA: Logan International",2006,375
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,102
CLT,"Charlotte, NC: Charlotte Douglas International",2006,186
DCA,"Washington, DC: Ronald Reagan Washington National",2006,260
DEN,"Denver, CO: Denver International",2006,214
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,182
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,170
EWR,"Newark, NJ: Newark Liberty International",2006,362
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,27
IAD,"Washington, DC: Washington Dulles International",2006,237
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,94
JFK,"New York, NY: John F. Kennedy International",2006,106
LAS,"Las Vegas, NV: McCarran International",2006,115
LAX,"Los Angeles, CA: Los Angeles International",2006,279
LGA,"New York, NY: LaGuardia",2006,446
MCO,"Orlando, FL: Orlando International",2006,70
MDW,"Chicago, IL: Chicago Midway International",2006,121
MIA,"Miami, FL: Miami International",2006,35
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,95
ORD,"Chicago, IL: Chicago O'Hare International",2006,1084
PDX,"Portland, OR: Portland International",2006,35
PHL,"Philadelphia, PA: Philadelphia International",2006,234
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,236
SAN,"San Diego, CA: San Diego International",2006,105
SEA,"Seattle, WA: Seattle/Tacoma International",2006,142
SFO,"San Francisco, CA: San Francisco International",2006,216
SLC,"Salt Lake City, UT: Salt Lake City International",2006,104
TPA,"Tampa, FL: Tampa International",2006,29
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,644
BOS,"Boston, MA: Logan International",2006,501
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,178
CLT,"Charlotte, NC: Charlotte Douglas International",2006,160
DCA,"Washington, DC: Ronald Reagan Washington National",2006,308
DEN,"Denver, CO: Denver International",2006,206
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,625
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,188
EWR,"Newark, NJ: Newark Liberty International",2006,693
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,94
IAD,"Washington, DC: Washington Dulles International",2006,283
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,169
JFK,"New York, NY: John F. Kennedy International",2006,334
LAS,"Las Vegas, NV: McCarran International",2006,94
LAX,"Los Angeles, CA: Los Angeles International",2006,283
LGA,"New York, NY: LaGuardia",2006,640
MCO,"Orlando, FL: Orlando International",2006,121
MDW,"Chicago, IL: Chicago Midway International",2006,121
MIA,"Miami, FL: Miami International",2006,93
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,123
ORD,"Chicago, IL: Chicago O'Hare International",2006,822
PDX,"Portland, OR: Portland International",2006,32
PHL,"Philadelphia, PA: Philadelphia International",2006,297
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,178
SAN,"San Diego, CA: San Diego International",2006,95
SEA,"Seattle, WA: Seattle/Tacoma International",2006,75
SFO,"San Francisco, CA: San Francisco International",2006,231
SLC,"Salt Lake City, UT: Salt Lake City International",2006,92
TPA,"Tampa, FL: Tampa International",2006,88
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,333
BOS,"Boston, MA: Logan International",2006,126
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,33
CLT,"Charlotte, NC: Charlotte Douglas International",2006,82
DCA,"Washington, DC: Ronald Reagan Washington National",2006,127
DEN,"Denver, CO: Denver International",2006,281
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,397
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,125
EWR,"Newark, NJ: Newark Liberty International",2006,296
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,13
IAD,"Washington, DC: Washington Dulles International",2006,121
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,99
JFK,"New York, NY: John F. Kennedy International",2006,60
LAS,"Las Vegas, NV: McCarran International",2006,123
LAX,"Los Angeles, CA: Los Angeles International",2006,269
LGA,"New York, NY: LaGuardia",2006,303
MCO,"Orlando, FL: Orlando International",2006,15
MDW,"Chicago, IL: Chicago Midway International",2006,69
MIA,"Miami, FL: Miami International",2006,14
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,134
ORD,"Chicago, IL: Chicago O'Hare International",2006,1068
PDX,"Portland, OR: Portland International",2006,26
PHL,"Philadelphia, PA: Philadelphia International",2006,89
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,160
SAN,"San Diego, CA: San Diego International",2006,70
SEA,"Seattle, WA: Seattle/Tacoma International",2006,61
SFO,"San Francisco, CA: San Francisco International",2006,251
SLC,"Salt Lake City, UT: Salt Lake City International",2006,116
TPA,"Tampa, FL: Tampa International",2006,12
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,470
BOS,"Boston, MA: Logan International",2006,136
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,40
CLT,"Charlotte, NC: Charlotte Douglas International",2006,134
DCA,"Washington, DC: Ronald Reagan Washington National",2006,82
DEN,"Denver, CO: Denver International",2006,184
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,315
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,79
EWR,"Newark, NJ: Newark Liberty International",2006,232
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,9
IAD,"Washington, DC: Washington Dulles International",2006,145
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,134
JFK,"New York, NY: John F. Kennedy International",2006,30
LAS,"Las Vegas, NV: McCarran International",2006,78
LAX,"Los Angeles, CA: Los Angeles International",2006,171
LGA,"New York, NY: LaGuardia",2006,177
MCO,"Orlando, FL: Orlando International",2006,16
MDW,"Chicago, IL: Chicago Midway International",2006,51
MIA,"Miami, FL: Miami International",2006,20
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,74
ORD,"Chicago, IL: Chicago O'Hare International",2006,769
PDX,"Portland, OR: Portland International",2006,13
PHL,"Philadelphia, PA: Philadelphia International",2006,90
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,144
SAN,"San Diego, CA: San Diego International",2006,50
SEA,"Seattle, WA: Seattle/Tacoma International",2006,44
SFO,"San Francisco, CA: San Francisco International",2006,213
SLC,"Salt Lake City, UT: Salt Lake City International",2006,68
TPA,"Tampa, FL: Tampa International",2006,10
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,311
BOS,"Boston, MA: Logan International",2006,210
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,51
CLT,"Charlotte, NC: Charlotte Douglas International",2006,108
DCA,"Washington, DC: Ronald Reagan Washington National",2006,131
DEN,"Denver, CO: Denver International",2006,151
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,305
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,89
EWR,"Newark, NJ: Newark Liberty International",2006,211
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,8
IAD,"Washington, DC: Washington Dulles International",2006,114
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,244
JFK,"New York, NY: John F. Kennedy International",2006,58
LAS,"Las Vegas, NV: McCarran International",2006,89
LAX,"Los Angeles, CA: Los Angeles International",2006,199
LGA,"New York, NY: LaGuardia",2006,253
MCO,"Orlando, FL: Orlando International",2006,26
MDW,"Chicago, IL: Chicago Midway International",2006,56
MIA,"Miami, FL: Miami International",2006,51
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,60
ORD,"Chicago, IL: Chicago O'Hare International",2006,1202
PDX,"Portland, OR: Portland International",2006,21
PHL,"Philadelphia, PA: Philadelphia International",2006,63
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,160
SAN,"San Diego, CA: San Diego International",2006,53
SEA,"Seattle, WA: Seattle/Tacoma International",2006,48
SFO,"San Francisco, CA: San Francisco International",2006,147
SLC,"Salt Lake City, UT: Salt Lake City International",2006,87
TPA,"Tampa, FL: Tampa International",2006,11
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,693
BOS,"Boston, MA: Logan International",2006,367
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,92
CLT,"Charlotte, NC: Charlotte Douglas International",2006,229
DCA,"Washington, DC: Ronald Reagan Washington National",2006,271
DEN,"Denver, CO: Denver International",2006,263
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,322
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,186
EWR,"Newark, NJ: Newark Liberty International",2006,610
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,21
IAD,"Washington, DC: Washington Dulles International",2006,364
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,319
JFK,"New York, NY: John F. Kennedy International",2006,123
LAS,"Las Vegas, NV: McCarran International",2006,111
LAX,"Los Angeles, CA: Los Angeles International",2006,215
LGA,"New York, NY: LaGuardia",2006,532
MCO,"Orlando, FL: Orlando International",2006,34
MDW,"Chicago, IL: Chicago Midway International",2006,70
MIA,"Miami, FL: Miami International",2006,64
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,86
ORD,"Chicago, IL: Chicago O'Hare International",2006,773
PDX,"Portland, OR: Portland International",2006,25
PHL,"Philadelphia, PA: Philadelphia International",2006,117
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,218
SAN,"San Diego, CA: San Diego International",2006,74
SEA,"Seattle, WA: Seattle/Tacoma International",2006,54
SFO,"San Francisco, CA: San Francisco International",2006,147
SLC,"Salt Lake City, UT: Salt Lake City International",2006,105
TPA,"Tampa, FL: Tampa International",2006,15
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,682
BOS,"Boston, MA: Logan International",2006,328
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,89
CLT,"Charlotte, NC: Charlotte Douglas International",2006,161
DCA,"Washington, DC: Ronald Reagan Washington National",2006,262
DEN,"Denver, CO: Denver International",2006,231
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,463
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,139
EWR,"Newark, NJ: Newark Liberty International",2006,572
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,31
IAD,"Washington, DC: Washington Dulles International",2006,286
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,229
JFK,"New York, NY: John F. Kennedy International",2006,185
LAS,"Las Vegas, NV: McCarran International",2006,144
LAX,"Los Angeles, CA: Los Angeles International",2006,257
LGA,"New York, NY: LaGuardia",2006,632
MCO,"Orlando, FL: Orlando International",2006,45
MDW,"Chicago, IL: Chicago Midway International",2006,76
MIA,"Miami, FL: Miami International",2006,57
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,73
ORD,"Chicago, IL: Chicago O'Hare International",2006,1202
PDX,"Portland, OR: Portland International",2006,33
PHL,"Philadelphia, PA: Philadelphia International",2006,117
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,250
SAN,"San Diego, CA: San Diego International",2006,78
SEA,"Seattle, WA: Seattle/Tacoma International",2006,81
SFO,"San Francisco, CA: San Francisco International",2006,178
SLC,"Salt Lake City, UT: Salt Lake City International",2006,109
TPA,"Tampa, FL: Tampa International",2006,18
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,765
BOS,"Boston, MA: Logan International",2006,263
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,89
CLT,"Charlotte, NC: Charlotte Douglas International",2006,151
DCA,"Washington, DC: Ronald Reagan Washington National",2006,228
DEN,"Denver, CO: Denver International",2006,179
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,521
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,130
EWR,"Newark, NJ: Newark Liberty International",2006,299
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,176
IAD,"Washington, DC: Washington Dulles International",2006,181
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,94
JFK,"New York, NY: John F. Kennedy International",2006,137
LAS,"Las Vegas, NV: McCarran International",2006,119
LAX,"Los Angeles, CA: Los Angeles International",2006,260
LGA,"New York, NY: LaGuardia",2006,356
MCO,"Orlando, FL: Orlando International",2006,156
MDW,"Chicago, IL: Chicago Midway International",2006,105
MIA,"Miami, FL: Miami International",2006,210
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,108
ORD,"Chicago, IL: Chicago O'Hare International",2006,935
PDX,"Portland, OR: Portland International",2006,17
PHL,"Philadelphia, PA: Philadelphia International",2006,128
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,254
SAN,"San Diego, CA: San Diego International",2006,63
SEA,"Seattle, WA: Seattle/Tacoma International",2006,63
SFO,"San Francisco, CA: San Francisco International",2006,162
SLC,"Salt Lake City, UT: Salt Lake City International",2006,79
TPA,"Tampa, FL: Tampa International",2006,45
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,822
BOS,"Boston, MA: Logan International",2006,245
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,79
CLT,"Charlotte, NC: Charlotte Douglas International",2006,128
DCA,"Washington, DC: Ronald Reagan Washington National",2006,193
DEN,"Denver, CO: Denver International",2006,221
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,637
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,239
EWR,"Newark, NJ: Newark Liberty International",2006,218
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,27
IAD,"Washington, DC: Washington Dulles International",2006,173
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,81
JFK,"New York, NY: John F. Kennedy International",2006,173
LAS,"Las Vegas, NV: McCarran International",2006,117
LAX,"Los Angeles, CA: Los Angeles International",2006,292
LGA,"New York, NY: LaGuardia",2006,298
MCO,"Orlando, FL: Orlando International",2006,72
MDW,"Chicago, IL: Chicago Midway International",2006,86
MIA,"Miami, FL: Miami International",2006,90
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,144
ORD,"Chicago, IL: Chicago O'Hare International",2006,1228
PDX,"Portland, OR: Portland International",2006,25
PHL,"Philadelphia, PA: Philadelphia International",2006,157
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,201
SAN,"San Diego, CA: San Diego International",2006,73
SEA,"Seattle, WA: Seattle/Tacoma International",2006,74
SFO,"San Francisco, CA: San Francisco International",2006,194
SLC,"Salt Lake City, UT: Salt Lake City International",2006,77
TPA,"Tampa, FL: Tampa International",2006,30
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,767
BOS,"Boston, MA: Logan International",2006,217
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,85
CLT,"Charlotte, NC: Charlotte Douglas International",2006,132
DCA,"Washington, DC: Ronald Reagan Washington National",2006,152
DEN,"Denver, CO: Denver International",2006,317
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,364
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,351
EWR,"Newark, NJ: Newark Liberty International",2006,366
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,29
IAD,"Washington, DC: Washington Dulles International",2006,150
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,488
JFK,"New York, NY: John F. Kennedy International",2006,157
LAS,"Las Vegas, NV: McCarran International",2006,140
LAX,"Los Angeles, CA: Los Angeles International",2006,318
LGA,"New York, NY: LaGuardia",2006,319
MCO,"Orlando, FL: Orlando International",2006,54
MDW,"Chicago, IL: Chicago Midway International",2006,92
MIA,"Miami, FL: Miami International",2006,29
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,177
ORD,"Chicago, IL: Chicago O'Hare International",2006,1543
PDX,"Portland, OR: Portland International",2006,40
PHL,"Philadelphia, PA: Philadelphia International",2006,138
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,211
SAN,"San Diego, CA: San Diego International",2006,89
SEA,"Seattle, WA: Seattle/Tacoma International",2006,98
SFO,"San Francisco, CA: San Francisco International",2006,195
SLC,"Salt Lake City, UT: Salt Lake City International",2006,128
TPA,"Tampa, FL: Tampa International",2006,17
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,467
BOS,"Boston, MA: Logan International",2006,252
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,67
CLT,"Charlotte, NC: Charlotte Douglas International",2006,98
DCA,"Washington, DC: Ronald Reagan Washington National",2006,149
DEN,"Denver, CO: Denver International",2006,230
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,750
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,134
EWR,"Newark, NJ: Newark Liberty International",2006,350
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,21
IAD,"Washington, DC: Washington Dulles International",2006,154
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,158
JFK,"New York, NY: John F. Kennedy International",2006,184
LAS,"Las Vegas, NV: McCarran International",2006,104
LAX,"Los Angeles, CA: Los Angeles International",2006,296
LGA,"New York, NY: LaGuardia",2006,372
MCO,"Orlando, FL: Orlando International",2006,29
MDW,"Chicago, IL: Chicago Midway International",2006,93
MIA,"Miami, FL: Miami International",2006,21
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,94
ORD,"Chicago, IL: Chicago O'Hare International",2006,969
PDX,"Portland, OR: Portland International",2006,41
PHL,"Philadelphia, PA: Philadelphia International",2006,129
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,187
SAN,"San Diego, CA: San Diego International",2006,160
SEA,"Seattle, WA: Seattle/Tacoma International",2006,109
SFO,"San Francisco, CA: San Francisco International",2006,270
SLC,"Salt Lake City, UT: Salt Lake City International",2006,120
TPA,"Tampa, FL: Tampa International",2006,23
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006,633
BOS,"Boston, MA: Logan International",2006,282
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006,151
CLT,"Charlotte, NC: Charlotte Douglas International",2006,173
DCA,"Washington, DC: Ronald Reagan Washington National",2006,248
DEN,"Denver, CO: Denver International",2006,2144
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006,958
DTW,"Detroit, MI: Detroit Metro Wayne County",2006,237
EWR,"Newark, NJ: Newark Liberty International",2006,441
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006,45
IAD,"Washington, DC: Washington Dulles International",2006,214
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006,391
JFK,"New York, NY: John F. Kennedy International",2006,220
LAS,"Las Vegas, NV: McCarran International",2006,226
LAX,"Los Angeles, CA: Los Angeles International",2006,409
LGA,"New York, NY: LaGuardia",2006,340
MCO,"Orlando, FL: Orlando International",2006,83
MDW,"Chicago, IL: Chicago Midway International",2006,205
MIA,"Miami, FL: Miami International",2006,67
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006,212
ORD,"Chicago, IL: Chicago O'Hare International",2006,2213
PDX,"Portland, OR: Portland International",2006,124
PHL,"Philadelphia, PA: Philadelphia International",2006,240
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006,362
SAN,"San Diego, CA: San Diego International",2006,150
SEA,"Seattle, WA: Seattle/Tacoma International",2006,203
SFO,"San Francisco, CA: San Francisco International",2006,326
SLC,"Salt Lake City, UT: Salt Lake City International",2006,240
TPA,"Tampa, FL: Tampa International",2006,58
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,879
BOS,"Boston, MA: Logan International",2007,268
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,106
CLT,"Charlotte, NC: Charlotte Douglas International",2007,160
DCA,"Washington, DC: Ronald Reagan Washington National",2007,206
DEN,"Denver, CO: Denver International",2007,465
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,1707
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,267
EWR,"Newark, NJ: Newark Liberty International",2007,328
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,33
IAD,"Washington, DC: Washington Dulles International",2007,175
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,416
JFK,"New York, NY: John F. Kennedy International",2007,150
LAS,"Las Vegas, NV: McCarran International",2007,161
LAX,"Los Angeles, CA: Los Angeles International",2007,379
LGA,"New York, NY: LaGuardia",2007,444
MCO,"Orlando, FL: Orlando International",2007,70
MDW,"Chicago, IL: Chicago Midway International",2007,147
MIA,"Miami, FL: Miami International",2007,65
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,172
ORD,"Chicago, IL: Chicago O'Hare International",2007,1345
PDX,"Portland, OR: Portland International",2007,59
PHL,"Philadelphia, PA: Philadelphia International",2007,138
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,382
SAN,"San Diego, CA: San Diego International",2007,109
SEA,"Seattle, WA: Seattle/Tacoma International",2007,161
SFO,"San Francisco, CA: San Francisco International",2007,183
SLC,"Salt Lake City, UT: Salt Lake City International",2007,267
TPA,"Tampa, FL: Tampa International",2007,46
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,992
BOS,"Boston, MA: Logan International",2007,844
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,404
CLT,"Charlotte, NC: Charlotte Douglas International",2007,380
DCA,"Washington, DC: Ronald Reagan Washington National",2007,599
DEN,"Denver, CO: Denver International",2007,657
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,1203
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,792
EWR,"Newark, NJ: Newark Liberty International",2007,671
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,146
IAD,"Washington, DC: Washington Dulles International",2007,775
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,126
JFK,"New York, NY: John F. Kennedy International",2007,985
LAS,"Las Vegas, NV: McCarran International",2007,222
LAX,"Los Angeles, CA: Los Angeles International",2007,420
LGA,"New York, NY: LaGuardia",2007,816
MCO,"Orlando, FL: Orlando International",2007,227
MDW,"Chicago, IL: Chicago Midway International",2007,430
MIA,"Miami, FL: Miami International",2007,131
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,531
ORD,"Chicago, IL: Chicago O'Hare International",2007,2998
PDX,"Portland, OR: Portland International",2007,72
PHL,"Philadelphia, PA: Philadelphia International",2007,477
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,355
SAN,"San Diego, CA: San Diego International",2007,159
SEA,"Seattle, WA: Seattle/Tacoma International",2007,156
SFO,"San Francisco, CA: San Francisco International",2007,389
SLC,"Salt Lake City, UT: Salt Lake City International",2007,206
TPA,"Tampa, FL: Tampa International",2007,149
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,710
BOS,"Boston, MA: Logan International",2007,558
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,227
CLT,"Charlotte, NC: Charlotte Douglas International",2007,265
DCA,"Washington, DC: Ronald Reagan Washington National",2007,331
DEN,"Denver, CO: Denver International",2007,308
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,772
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,499
EWR,"Newark, NJ: Newark Liberty International",2007,914
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,113
IAD,"Washington, DC: Washington Dulles International",2007,310
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007,232
JFK,"New York, NY: John F. Kennedy International",2007,522
LAS,"Las Vegas, NV: McCarran International",2007,152
LAX,"Los Angeles, CA: Los Angeles International",2007,316
LGA,"New York, NY: LaGuardia",2007,765
MCO,"Orlando, FL: Orlando International",2007,144
MDW,"Chicago, IL: Chicago Midway International",2007,140
MIA,"Miami, FL: Miami International",2007,97
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007,600
ORD,"Chicago, IL: Chicago O'Hare International",2007,1942
PDX,"Portland, OR: Portland International",2007,36
PHL,"Philadelphia, PA: Philadelphia International",2007,400
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007,276
SAN,"San Diego, CA: San Diego International",2007,86
SEA,"Seattle, WA: Seattle/Tacoma International",2007,103
SFO,"San Francisco, CA: San Francisco International",2007,187
SLC,"Salt Lake City, UT: Salt Lake City International",2007,125
TPA,"Tampa, FL: Tampa International",2007,102
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007,446
BOS,"Boston, MA: Logan International",2007,285
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007,80
CLT,"Charlotte, NC: Charlotte Douglas International",2007,129
DCA,"Washington, DC: Ronald Reagan Washington National",2007,167
DEN,"Denver, CO: Denver International",2007,308
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007,751
DTW,"Detroit, MI: Detroit Metro Wayne County",2007,259
EWR,"Newark, NJ: Newark Liberty International",2007,472
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007,49
IAD,"Washington, DC: Washington Dulles International",2007,247
